Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tar unzip,6,6,1600,33,0.88,https://kinsta.com/blog/unzip-tar-gz/,38,0.05,33.00,0.01,133,"66, 44, 27, 52, 36, 52, 66, 44, 36, 44, 52, 36",2026-06-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
o365 smtp settings,6,6,1600,28,5.33,https://kinsta.com/blog/office-365-smtp/,38,0.05,202.00,0.02,103,"44, 44, 35, 24, 35, 29, 29, 18, 29, 29, 24, 18",2026-05-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bad message 431 reason: request header fields too large,7,7,1600,18,2.85,https://kinsta.com/blog/http-error-431/,38,0.05,108.00,0.02,110,"100, 65, 13, 13, 100, 100, 16, 8, 4, 7, 7, 5",2026-06-25,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to see ubuntu version,3,3,880,17,0.02,https://kinsta.com/blog/check-ubuntu-version/,38,0.05,0.00,0.33,150,"36, 30, 30, 54, 36, 41, 13, 24, 54, 24, 54, 10",2026-07-22,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
etc hosts mac os x,3,3,590,26,0.11,https://kinsta.com/blog/edit-mac-hosts-file/,38,0.05,4.00,0.08,156,"100, 67, 100, 13, 13, 36, 45, 36, 36, 36, 36, 45",2026-06-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
is jpg and jpeg the same,9,9,2900,47,1.94,https://kinsta.com/blog/jpg-vs-jpeg/,37,0.05,71.00,0.01,20,"44, 35, 53, 81, 81, 44, 44, 24, 81, 53, 35, 100",2026-07-18,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
http 409,9,9,2900,28,0.00,https://kinsta.com/blog/409-error/,37,0.05,0.00,0.33,20,"80, 66, 66, 66, 80, 80, 66, 52, 80, 66, 80, 80",2026-07-20,"People also ask, Related searches, AI overview",informational,Organic
gtmetrix,2,2,8100,33,4.43,https://kinsta.com/blog/gtmetrix-speed-test/,37,0.05,163.00,0.18,0,"36, 29, 36, 29, 36, 36, 29, 29, 29, 29, 29, 24",2026-07-20,"Image pack, Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",navigational,Image pack
pinging an ip,1,1,880,45,2.54,https://kinsta.com/blog/how-to-ping-an-ip-address/,36,0.05,91.00,0.03,121,"29, 36, 2, 4, 29, 54, 2, 2, 36, 0, 43, 2",2026-07-06,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
beautiful cursive handwriting fonts,1,1,880,35,0.79,https://kinsta.com/blog/cursive-fonts/,36,0.05,28.00,0.76,125,"0, 0, 0, 52, 52, 52, 46, 46, 84, 100, 52, 84",2026-07-15,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Image pack
http error 500,13,13,12100,53,0.11,https://kinsta.com/blog/500-internal-server-error/,36,0.05,3.00,0.07,20,"20, 8, 5, 20, 20, 20, 8, 7, 16, 30, 20, 20",2026-07-18,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
does microsoft own github,1,1,880,50,0.00,https://kinsta.com/blog/gitlab-vs-github/,36,0.05,0.00,0.33,109,"67, 55, 55, 55, 55, 67, 45, 55, 67, 76, 76, 100",2026-07-11,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
451 error,1,1,880,35,0.00,https://kinsta.com/blog/error-451/,36,0.05,0.00,0,120,"43, 36, 0, 43, 28, 1, 0, 0, 0, 0, 0, 0",2026-06-02,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
code 402,6,6,1900,37,0.00,https://kinsta.com/blog/http-402/,36,0.05,0.00,0.33,19,"0, 100, 3, 1, 1, 0, 1, 2, 2, 0, 2, 10",2026-07-21,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
best fonts for monkeytype,1,1,880,32,0.00,https://kinsta.com/blog/best-programming-fonts/,36,0.05,0.00,0,78,"100, 0",2026-05-30,"Sitelinks, Video, People also ask, Related searches",commercial,People also ask
how to find version of ubuntu,1,1,880,23,0.00,https://kinsta.com/blog/check-ubuntu-version/,36,0.05,0.00,0.33,171,"30, 36, 41, 30, 20, 54, 36, 30, 30, 24, 24, 30",2026-06-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
immagine qr code,1,1,880,20,1.41,https://kinsta.com/it/blog/creare-qr-code/,36,0.05,50.00,0.46,135,"0, 0, 0, 5, 53, 100, 0, 0, 2, 2, 3, 0",2026-06-30,"Image pack, Reviews, Video, People also ask, Related searches",informational,Image pack
accounts.x.ai redirected you too many times.,1,1,880,32,0.00,https://kinsta.com/blog/err_too_many_redirects/,36,0.05,0.00,0,148,"100, 0, 0",2026-06-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
linux command,3,3,2400,40,0.42,https://kinsta.com/blog/linux-commands/,35,0.05,14.00,0.16,122,"16, 29, 35, 19, 23, 12, 23, 19, 35, 54, 54, 35",2026-07-18,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Image pack
does kinsta have free virus scan,1,1,320,29,0.00,https://kinsta.com/pricing/,35,0.05,0.00,0,10300,"100, 0, 0, 0, 0, 0, 0",2026-06-16,"Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
inurl:,1,1,2900,31,4.19,https://kinsta.com/blog/google-search-operators/,35,0.05,146.00,0.33,114,"66, 54, 81, 81, 66, 13, 13, 8, 54, 10, 7, 10",2026-07-19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
website redirect checker,5,5,1000,53,1.45,https://kinsta.com/tools/redirect-checker/,35,0.05,50.00,0.04,92,"11, 13, 55, 82, 44, 100, 65, 8, 8, 20, 30, 24",2026-06-28,"Reviews, Video, People also ask, Related searches",commercial,Organic
what is in cached data,8,8,1600,42,0.08,https://kinsta.com/blog/what-is-cached-data/,35,0.05,2.00,0.02,20,"79, 79, 3, 30, 66, 79, 79, 79, 66, 100, 100, 100",2026-07-18,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
text border in html,5,5,1000,43,0.00,https://kinsta.com/blog/css-text-outline/,35,0.05,0.00,0.33,121,"62, 55, 6, 45, 62, 62, 62, 81, 62, 62, 81, 100",2026-07-15,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
see version ubuntu,4,4,1600,31,0.02,https://kinsta.com/blog/check-ubuntu-version/,35,0.05,0.00,0.33,130,"100, 43, 81, 1, 2, 43, 0, 0, 3, 3, 1, 0",2026-05-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
redirection checker,6,6,1000,58,2.83,https://kinsta.com/tools/redirect-checker/,35,0.05,99.00,0.04,96,"54, 36, 36, 13, 16, 54, 36, 54, 100, 36, 13, 24",2026-05-29,"Video, Related searches",commercial,Organic
yoast seo tutorial,6,6,1600,60,0.00,https://kinsta.com/blog/yoast-seo/,35,0.05,0.00,0.33,105,"5, 16, 10, 35, 16, 24, 16, 35, 100, 53, 24, 2",2026-06-09,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to find version ubuntu,3,3,1000,31,0.02,https://kinsta.com/blog/check-ubuntu-version/,35,0.05,0.00,0.33,142,"81, 100, 6, 45, 81, 81, 100, 62, 81, 81, 81, 0",2026-07-13,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
disc write error steam,1,1,1600,30,0.00,https://kinsta.com/blog/wordpress-failed-to-write-file-to-disk/,35,0.05,0.00,0,50,"1, 65, 54, 43, 100, 0, 43, 0, 0, 43, 0, 54",2026-07-15,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,People also ask
err_quic_protocol_error,1,1,2900,28,0.51,https://kinsta.com/blog/err_quic_protocol_error/,35,0.05,17.00,0.01,119,"53, 44, 44, 44, 44, 44, 44, 53, 53, 100, 100, 81",2026-07-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
is gitlab and github the same,1,1,140,36,0.00,https://kinsta.com/blog/gitlab-vs-github/,34,0.05,0.00,0.01,107,"52, 80, 80, 42, 100, 80, 100, 42, 33, 52, 33, 52",2026-06-18,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
fastest web hosting,1,0,1000,55,9.62,https://kinsta.com/,34,0.05,327.00,0.07,138,"44, 30, 82, 100, 34, 34, 34, 3, 3, 24, 24, 4",2026-07-22,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",AI overview
how to make a website mobile friendly,1,1,33100,50,2.57,https://kinsta.com/blog/responsive-web-design/,34,0.05,87.00,0.09,48,"0, 0, 0, 0, 16, 3, 0, 20, 1, 6, 0, 100",2026-07-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
aw snap,1,1,1000,22,0.00,https://kinsta.com/blog/aw-snap-chrome-error/,34,0.05,0.00,0.33,105,"100, 100, 76, 55, 76, 100, 100, 100, 76, 76, 100, 100",2026-06-11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
kinsta support,1,1,140,53,20.00,https://kinsta.com/contact-us/,34,0.05,680.00,0.24,101,"1, 4, 7, 2, 4, 3, 2, 2, 3, 2, 4, 3",2026-06-04,"Sitelinks, Video, People also ask, Related searches",transactional,Organic
kinsta migration,1,1,140,25,20.00,https://kinsta.com/docs/wordpress-hosting/wordpress-migrations/migrating-to-kinsta/,34,0.05,680.00,0.2,101,"4, 11, 13, 3, 1, 3, 2, 3, 2, 4, 4, 4",2026-06-04,"Sitelinks, Video, Video Carousel","informational, navigational",Organic
kinsta website hosting,1,1,170,55,10.87,https://kinsta.com/,33,0.04,358.00,0.02,95,"2, 0, 0, 0, 0, 0, 20, 0, 0, 16, 100, 0",2026-07-09,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle, AI overview",navigational,AI overview
error code: crashpad_notconnectedtohandler,2,2,1900,27,0.00,https://kinsta.com/blog/err_connection_closed/,33,0.04,0.00,0,108,"0, 0, 0, 0, 29, 100, 29, 44, 66, 44, 66, 0",2026-07-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
err_connection_reset,10,10,6600,23,0.42,https://kinsta.com/blog/err_connection_reset/,33,0.04,13.00,0.09,129,"66, 66, 54, 66, 66, 66, 54, 54, 44, 44, 66, 54",2026-07-18,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
rackspace webmail,15,15,33100,68,11.89,https://kinsta.com/blog/rackspace-email-settings/,33,0.04,392.00,0.01,0,"36, 36, 36, 30, 30, 36, 24, 24, 24, 24, 24, 24",2026-07-21,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
contact form 7 messages,18,18,22200,23,0.00,https://kinsta.com/blog/contact-form-7/,33,0.04,0.00,0.33,130,"20, 7, 0, 0, 20, 29, 54, 81, 66, 54, 81, 100",2026-07-21,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
error code 500,10,10,6600,61,0.09,https://kinsta.com/blog/500-internal-server-error/,33,0.04,2.00,0.01,137,"24, 24, 24, 19, 19, 0, 100, 36, 19, 13, 24, 13",2026-07-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what does .io mean,10,10,3600,50,3.03,https://kinsta.com/blog/what-is-io/,32,0.04,96.00,0.07,104,"66, 54, 29, 54, 100, 35, 29, 19, 81, 35, 29, 35",2026-07-17,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
hosting kinsta,1,1,40,48,0.00,https://kinsta.com/,32,0.04,0.00,0.29,121,"8, 14, 22, 8, 8, 4, 4, 4, 4, 4, 4, 4",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
kinsta managed hosting,1,1,40,49,0.00,https://kinsta.com/wordpress-hosting/,32,0.04,0.00,0.02,115,"18, 100, 100, 100, 18, 18, 18, 18, 18, 18, 18, 18",2026-06-30,"Reviews, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
kinsta automatic updates,1,1,40,23,0.00,https://kinsta.com/docs/wordpress-hosting/wordpress-plugins-themes/wordpress-plugins-themes-automatic-updates/,32,0.04,0.00,0.24,105,"9, 9, 18, 27, 27, 45, 36, 36, 36, 27, 36, 100",2026-07-20,"Sitelinks, Video, People also ask, Related searches","navigational, transactional",Organic
get ubuntu version,5,4,3600,36,0.02,https://kinsta.com/blog/check-ubuntu-version/,32,0.04,0.00,0.33,104,"54, 54, 44, 54, 44, 66, 44, 44, 29, 44, 29, 54",2026-07-22,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
err_address_unreachable,8,8,3600,37,0.71,https://kinsta.com/blog/err_address_unreachable/,32,0.04,22.00,0.01,72,"81, 66, 66, 66, 81, 66, 66, 53, 44, 53, 66, 66",2026-07-17,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
http error 451,2,2,1000,31,0.00,https://kinsta.com/blog/error-451/,32,0.04,0.00,0,108,"0, 0, 100, 54, 3, 0, 2, 54, 2, 1, 36, 0",2026-07-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
unzip tar.gz,12,12,3600,53,0.55,https://kinsta.com/blog/unzip-tar-gz/,32,0.04,17.00,0.01,99,"54, 81, 100, 81, 81, 16, 12, 12, 16, 16, 19, 16",2026-07-18,"Sitelinks, Reviews, Video, AI overview",informational,Organic
google inurl,2,2,1000,46,0.00,https://kinsta.com/blog/google-search-operators/,32,0.04,0.00,0.33,107,"8, 8, 100, 44, 34, 44, 3, 65, 34, 20, 5, 16",2026-07-11,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,People also ask
net::err_cert_date_invalid,7,7,3600,31,0.10,https://kinsta.com/blog/net-err_cert_date_invalid/,32,0.04,3.00,0.03,20,"13, 16, 16, 13, 16, 2, 2, 2, 10, 2, 2, 2",2026-07-19,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
sublime text,9,9,22200,58,7.10,https://kinsta.com/blog/how-to-use-sublime-text/,31,0.04,220.00,0.33,0,"54, 36, 44, 36, 54, 44, 36, 29, 36, 29, 29, 36",2026-07-19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
inurl:wp-login admin,3,3,480,47,3.51,https://kinsta.com/blog/wordpress-login-url/,31,0.04,108.00,0.01,122,"0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0",2026-06-21,"Sitelinks, Reviews, Video, Video Carousel, People also ask, AI overview","navigational, transactional",Organic
google search operator,4,4,1300,51,2.40,https://kinsta.com/blog/google-search-operators/,31,0.04,74.00,0.01,104,"79, 30, 66, 79, 100, 100, 13, 54, 30, 30, 30, 13",2026-07-20,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
css text outline,4,4,720,32,0.00,https://kinsta.com/blog/css-text-outline/,31,0.04,0.00,0.33,50,"52, 46, 46, 52, 46, 37, 25, 31, 31, 31, 25, 37",2026-07-20,"Sitelinks, Video, Related searches, AI overview",informational,Organic
err_ssl_unrecognized_name_alert,4,4,720,28,1.39,https://kinsta.com/blog/err_ssl_unrecognized_name_alert/,31,0.04,43.00,0.01,123,"100, 88, 72, 59, 59, 72, 59, 48, 59, 88, 59, 59",2026-06-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
gmail mx entry,2,2,390,31,9.50,https://kinsta.com/docs/wordpress-hosting/wordpress-domains/google-mx-records/,31,0.04,294.00,0.01,109,"19, 81, 54, 19, 19, 44, 66, 66, 66, 66, 81, 100",2026-06-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
wordpress 6.7 release news,9,9,2400,28,0.00,https://kinsta.com/blog/wordpress-6-7/,31,0.04,0.00,0,129,"0, 13, 36, 100, 29, 1, 0, 0, 0",2026-07-21,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
check redirects,8,8,1300,46,1.45,https://kinsta.com/tools/redirect-checker/,31,0.04,44.00,0.04,92,"16, 13, 44, 36, 52, 66, 100, 52, 27, 24, 20, 13",2026-07-11,"Reviews, Video, Related searches",informational,Organic
300 250,1,1,720,22,0.00,https://kinsta.com/blog/banner-ad-sizes/,31,0.04,0.00,0.33,171,"72, 59, 48, 72, 100, 88, 88, 88, 72, 88, 88, 88",2026-07-05,"Image pack, Sitelinks, Video, AI overview",informational,Image pack
how to know ubuntu version,2,2,480,21,0.02,https://kinsta.com/blog/check-ubuntu-version/,31,0.04,0.00,0.33,144,"16, 3, 13, 29, 2, 8, 4, 13, 3, 2, 5, 2",2026-07-15,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
www.xnxx.com sent an invalid response. err ssl protocol error www,2,2,390,9,0.00,https://kinsta.com/blog/err_ssl_protocol_error/,31,0.04,0.00,0,70,"84, 52, 52, 25, 13, 1, 2, 0, 0, 0, 0, 0",2026-07-19,"Sitelinks, Video, Related searches, AI overview",informational,Organic
www.xnx.com invalid response. err_ssl_protocol_error,2,2,390,17,0.00,https://kinsta.com/blog/err_ssl_protocol_error/,31,0.04,0.00,0,72,"76, 67, 67, 67, 67, 30, 6, 3, 0, 0, 0, 0",2026-07-02,"Sitelinks, Reviews, Video, AI overview",informational,Organic
this site can't be reached error,1,1,480,15,0.00,https://kinsta.com/blog/this-site-cant-be-reached/,31,0.04,0.00,0,114,"1, 6, 5, 6, 3, 100, 8, 8, 20, 100, 100, 24",2026-06-28,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
operators google,3,10,480,40,3.98,https://kinsta.com/blog/google-search-operators/,31,0.04,123.00,0.01,18,"8, 2, 0, 4, 2, 2, 100, 79, 7, 13, 3, 5",2026-07-22,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what does inurl:post mean,5,5,1300,22,0.00,https://kinsta.com/blog/google-search-operators/,31,0.04,0.00,0.33,175,"0, 0, 0, 0, 0, 0, 54, 65, 54, 0, 81, 81",2026-06-22,"Sitelinks, Reviews, Video, People also ask, AI overview",informational,Organic
intitle inurl,2,2,390,46,0.00,https://kinsta.com/blog/google-search-operators/,31,0.04,0.00,0.33,130,"0, 0, 76, 30, 24, 3, 6, 100, 45, 16, 10, 16",2026-07-14,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
err connection refused,9,9,1600,28,0.07,https://kinsta.com/blog/err_connection_refused/,30,0.04,2.00,0.01,120,"30, 24, 20, 20, 30, 34, 55, 100, 82, 65, 100, 100",2026-06-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
gateway time-out error code 504,8,8,1600,30,0.00,https://kinsta.com/blog/504-gateway-timeout/,30,0.04,0.00,0,20,"44, 0, 53, 0, 81, 0, 0, 0, 53, 44, 66, 35",2026-07-18,"People also ask, Related searches, AI overview",informational,Organic
test redirects,7,7,1000,49,1.68,https://kinsta.com/tools/redirect-checker/,30,0.04,50.00,0.06,99,"7, 11, 44, 34, 65, 82, 100, 82, 24, 16, 1, 1",2026-07-17,"Reviews, Video, Related searches",commercial,Organic
the requested url returned error: 403,1,1,880,27,0.00,https://kinsta.com/blog/403-forbidden-error/,30,0.04,0.00,0,171,"43, 4, 3, 3, 36, 36, 3, 2, 3, 24, 3, 2",2026-07-11,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
google-site-verification,5,5,1000,43,5.21,https://kinsta.com/blog/google-site-verification/,30,0.04,156.00,0.05,109,"100, 3, 0, 100, 0, 11, 0, 20, 82, 34, 34, 16",2026-07-19,"Video, People also ask, Related searches, AI overview",informational,Organic
gmail hotkeys,5,5,1000,34,1.30,https://kinsta.com/blog/gmail-keyboard-shortcuts/,30,0.04,39.00,0.33,49,"36, 66, 54, 41, 54, 66, 30, 8, 79, 41, 36, 66",2026-07-03,"Video Carousel, People also ask, Related searches, AI overview",informational,Organic
402 error code,4,4,1000,33,0.00,https://kinsta.com/blog/http-402/,30,0.04,0.00,0,93,"0, 3, 0, 36, 28, 1, 0, 0, 2, 3, 0, 100",2026-05-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
406 error code,8,8,1600,38,0.00,https://kinsta.com/blog/406-error/,30,0.04,0.00,0,40,"0, 54, 3, 35, 35, 4, 4, 35, 29, 2, 1, 2",2026-07-21,"Sitelinks, Video, People also ask, Related searches",informational,Organic
extract tar.gz,9,9,1600,52,0.24,https://kinsta.com/blog/unzip-tar-gz/,30,0.04,7.00,0.02,132,"100, 81, 8, 7, 44, 44, 10, 16, 18, 35, 10, 8",2026-06-17,"Sitelinks, Reviews, Video, AI overview",informational,Organic
net err_cert_authority_invalid,5,5,1600,31,1.78,https://kinsta.com/blog/neterr-cert-authority-invalid/,30,0.04,53.00,0.02,131,"10, 13, 53, 44, 44, 44, 18, 24, 24, 44, 13, 18",2026-06-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
401 unauthorized error,6,6,1600,27,0.00,https://kinsta.com/blog/401-error/,30,0.04,0.00,0,129,"10, 8, 8, 44, 8, 53, 66, 35, 7, 66, 7, 5",2026-05-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
